"No layout updates","Ei asettelun päivityksiä",module,Magento_Catalog
"Products only","Vain tuotteet",module,Magento_Catalog
"Static block only","Vain staattinen lohko",module,Magento_Catalog
"Static block and products","Staattinen lohko ja tuotteet",module,Magento_Catalog
"Please select a static block.","Valitse staattinen lohko.",module,Magento_Catalog
"Could not move category","Kategoriaa ei voitu siirtää",module,Magento_Catalog
"-- Please Select a Category --","--- Valitse kategoria ---",module,Magento_Catalog
"Grid Only","Vain ruudukko",module,Magento_Catalog
"List Only","Vain luettelo",module,Magento_Catalog
"Grid (default) / List","Ruudukko (oletus) / luettelo",module,Magento_Catalog
"List (default) / Grid","Luettelo (oletus) / Ruudukko",module,Magento_Catalog
Manual,Käsin,module,Magento_Catalog
Fixed,Kiinteä,module,Magento_Catalog
Percent,Prosenttia,module,Magento_Catalog
Discount,Alennus,module,Magento_Catalog
"-- Please select --","--- Valitse ---",module,Magento_Catalog
24h,24t,module,Magento_Catalog
Stretch,Venytetty,module,Magento_Catalog
Tile,Vierekkäin,module,Magento_Catalog
Top/Left,Ylhäällä/Vasemmalla,module,Magento_Catalog
Top/Right,Yläoikea,module,Magento_Catalog
Bottom/Left,Alavasen,module,Magento_Catalog
Bottom/Right,Alhaalla/Oikealla,module,Magento_Catalog
Center,Keskitetty,module,Magento_Catalog
"Something went wrong while saving the file(s).","Tapahtui virhe tiedostoa tallennettaessa.",module,Magento_Catalog
Category,Kategoria,module,Magento_Catalog
"Clear Price","Tyhjennä hinta",module,Magento_Catalog
"%1 and above","%1 ja yli",module,Magento_Catalog
"Please enter a number 0 or greater in this field.","Syötä numero 0 tai suurempi tähän kenttään.",module,Magento_Catalog
"Please enter a valid number in this field.","Syötä kelvollinen numero tähän kenttään.",module,Magento_Catalog
"Use config","Käytä kokoonpanon asetuksia",module,Magento_Catalog
Enabled,Käytössä,module,Magento_Catalog
Disabled,"Ei käytössä",module,Magento_Catalog
"File '%1' is not an image.","Tiedosto '%1' ei ole kuva.",module,Magento_Catalog
Search,Haku,module,Magento_Catalog
"Catalog, Search","Katalogi, Hakutulokset",module,Magento_Catalog
"Attribute '%1' is locked. %2","Ominaisuus '%1' on lukittu. %2",module,Magento_Catalog
"Multiple Select",Monivalinta,module,Magento_Catalog
Dropdown,Pudotusvalikko,module,Magento_Catalog
"As low as",Alkaen,module,Magento_Catalog
message,viesti,module,Magento_Catalog
Images,Kuvat,module,Magento_Catalog
Select...,Valitse...,module,Magento_Catalog
"Advanced Pricing","Hinnoittelun lisäasetukset",module,Magento_Catalog
"Customer Group",Asiakasryhmä,module,Magento_Catalog
"Special Price From","Tarjoushinta alkaen",module,Magento_Catalog
To,Asti,module,Magento_Catalog
Done,Valmis,module,Magento_Catalog
"Product Alerts",Tuotehälytykset,module,Magento_Catalog
"Create New Attribute","Luo uusi attribuutti",module,Magento_Catalog
"Custom options let customers choose the product variations they want.","Mukautetut vaihtoehdot antavat asiakkaiden valita haluamansa tuotevariaatiot.",module,Magento_Catalog
"Select Product","Valitse tuote",module,Magento_Catalog
Required,Pakollinen,module,Magento_Catalog
"Price Type",Hintatyyppi,module,Magento_Catalog
"Maximum Image Size","Kuvan enimmäiskoko",module,Magento_Catalog
"This item has weight","Tämä nimikkeellä on paino",module,Magento_Catalog
"This item has no weight","Tällä nimikkeellä ei ole painoa",module,Magento_Catalog
"Set Product as New From","Aseta tuote uudeksi alkaen",module,Magento_Catalog
"Add Related Products","Lisää liittyviä tuotteita",module,Magento_Catalog
Remove,Poista,module,Magento_Catalog
Thumbnail,Pienoiskuva,module,Magento_Catalog
Actions,Toiminnot,module,Magento_Catalog
name,nimi,module,Magento_Catalog
"Please confirm site switching. All data that hasn't been saved will be lost.","Vahvista sivuston vaihtaminen. Kaikki tallentamattomat tiedot menetetään.",module,Magento_Catalog
None,"Ei mikään",module,Magento_Catalog
"Is Default",Oletus,module,Magento_Catalog
Groups,Ryhmät,module,Magento_Catalog
"Unassigned Attributes","Määrittämättömät attribuutit",module,Magento_Catalog
"A name is required.","Nimi on pakollinen.",module,Magento_Catalog
"Maximum image width","Kuvan enimmäisleveys",module,Magento_Catalog
"Maximum image height","Kuvan enimmäiskorkeus",module,Magento_Catalog
"Maximum number of characters:","Merkkien enimmäismäärä:",module,Magento_Catalog
Qty,Määrä,module,Magento_Catalog
"Out-of-Stock Threshold","Ei varastossa -kynnysarvo",module,Magento_Catalog
Backorders,Jälkitoimitukset,module,Magento_Catalog
"Notify for Quantity Below","Ilmoita jos määrä on alle",module,Magento_Catalog
"Enable Qty Increments","Ota porrastetut määrät käyttöön",module,Magento_Catalog
"Qty Increments",Määräporras,module,Magento_Catalog
"In Stock",Varastossa,module,Magento_Catalog
"Out of Stock","Ei varastossa",module,Magento_Catalog
"Item Price","Tuotteen hinta",module,Magento_Catalog
"and above","ja yli",module,Magento_Catalog
"Delete image","Poista kuva",module,Magento_Catalog
Hidden,Piilotettu,module,Magento_Catalog
Role,Rooli,module,Magento_Catalog
"Image Size","Kuvan koko",module,Magento_Catalog
"Image Resolution","Kuvan resoluutio",module,Magento_Catalog
"Hide from Product Page","Piilota tuotesivulta",module,Magento_Catalog
"Allow Multiple Boxes for Shipping","Salli lähetys useassa laatikossa",module,Magento_Catalog
"Basic Settings",Perusasetukset,module,Magento_Catalog
"Advanced Settings",Lisäasetukset,module,Magento_Catalog
"This tab contains invalid data. Please resolve this before saving.","Tämä välilehti sisältää virheellisiä tietoja. Korjaa virheelliset tiedot ennen tallentamista.",module,Magento_Catalog
"Mass Actions",Massatoiminnot,module,Magento_Catalog
"Select All","Valitse kaikki",module,Magento_Catalog
"Unselect All","Poista kaikki valinnat",module,Magento_Catalog
"Special Price",Tarjoushinta,module,Magento_Catalog
"Regular Price","Normaali hinta",module,Magento_Catalog
"Buy %1 for: ","Osta %1 hintaan: ",module,Magento_Catalog
"Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>","Osta %1 hintaan %2/kpl ja <strong class=""benefit"">säästä<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>",module,Magento_Catalog
"Buy %1 for %2 each","Osta %1 hintaan %2/kpl",module,Magento_Catalog
"Shop By",Rajaa,module,Magento_Catalog
"Compare Products","Vertaa tuotteita",module,Magento_Catalog
"Print This Page","Tulosta tämä sivu",module,Magento_Catalog
"Remove Product","Poista tuote",module,Magento_Catalog
"Add to Cart","Lisää ostoskoriin",module,Magento_Catalog
"In stock",Varastossa,module,Magento_Catalog
"Out of stock","Ei varastossa",module,Magento_Catalog
"Add to Wish List","Lisää toivelistaan",module,Magento_Catalog
"You have no items to compare.","Sinulla ei vertailtavia tuotteita.",module,Magento_Catalog
"Remove This Item","Poista tämä kohde",module,Magento_Catalog
Compare,Vertaa,module,Magento_Catalog
"Clear All","Tyhjennä kaikki",module,Magento_Catalog
Prev,Edellinen,module,Magento_Catalog
Next,Seuraava,module,Magento_Catalog
"We can't find products matching the selection.","Hakuehtoihin sopivia tuotteita ei löydy.",module,Magento_Catalog
"Learn More",Lisätietoja,module,Magento_Catalog
"Add to Compare","Lisää vertailuun",module,Magento_Catalog
"We found other products you might like!","Saattaisit olla kiinnostunut myös näistä tuotteista",module,Magento_Catalog
"More Choices:","Katso myös nämä:",module,Magento_Catalog
"Check items to add to the cart or","Valitse ostoskoriin lisättävät tuotteet tai",module,Magento_Catalog
"select all","valitse kaikki",module,Magento_Catalog
"Items %1-%2 of %3","Tuotteet %1-%2 / %3",module,Magento_Catalog
"%1 Item","%1 tuote",module,Magento_Catalog
"%1 Items","%1 tuotetta",module,Magento_Catalog
Show,Näytä,module,Magento_Catalog
"per page","per sivu",module,Magento_Catalog
"Sort By",Järjestä,module,Magento_Catalog
"Set Ascending Direction","Aseta nousevaan järjestykseen",module,Magento_Catalog
"Set Descending Direction","Aseta laskevaan järjestykseen",module,Magento_Catalog
"More Information",Lisätietoja,module,Magento_Catalog
Loading...,Ladataan...,module,Magento_Catalog
"* Required Fields","* Pakolliset kentät",module,Magento_Catalog
Availability,Saatavuus,module,Magento_Catalog
"Terms and Conditions",Käyttöehdot,module,Magento_CheckoutAgreements
"Add New Condition","Lisää ehto",module,Magento_CheckoutAgreements
"Save Condition","Tallenna ehto",module,Magento_CheckoutAgreements
"Delete Condition","Poista ehto",module,Magento_CheckoutAgreements
"Edit Terms and Conditions","Muokkaa ehtoja",module,Magento_CheckoutAgreements
"New Terms and Conditions","Uudet käyttöehdot",module,Magento_CheckoutAgreements
"Condition Name","Ehdon nimi",module,Magento_CheckoutAgreements
Status,Tila,module,Magento_CheckoutAgreements
Enabled,Käytössä,module,Magento_CheckoutAgreements
Disabled,"Ei käytössä",module,Magento_CheckoutAgreements
"Show Content as","Näytä sisältö muodossa",module,Magento_CheckoutAgreements
Text,Teksti,module,Magento_CheckoutAgreements
"Store View",Kauppanäkymä,module,Magento_CheckoutAgreements
"Checkbox Text","Valintaruudun teksti",module,Magento_CheckoutAgreements
Content,Sisältö,module,Magento_CheckoutAgreements
"Content Height (css)","Sisällön korkeus (css)",module,Magento_CheckoutAgreements
"Content Height","Sisällön korkeus",module,Magento_CheckoutAgreements
ID,Tunnus,module,Magento_CheckoutAgreements
Condition,Ehto,module,Magento_CheckoutAgreements
Sales,Myynti,module,Magento_CheckoutAgreements
"This condition no longer exists.","Tätä ehtoa ei ole enää olemassa.",module,Magento_CheckoutAgreements
"You deleted the condition.","Ehto on poistettu.",module,Magento_CheckoutAgreements
"Edit Condition","Muokkaa ehtoa",module,Magento_CheckoutAgreements
"New Condition","Uusi ehto",module,Magento_CheckoutAgreements
Automatically,Automaattisesti,module,Magento_CheckoutAgreements
Manually,Manuaalisesti,module,Magento_CheckoutAgreements
"Shopping Cart",Ostoskori,module,Magento_Checkout
"Invalid method: %1","Epäkelpo menetelmä: %1",module,Magento_Checkout
City,Paikkakunta,module,Magento_Checkout
Country,Maa,module,Magento_Checkout
State/Province,Osavaltio/provinssi,module,Magento_Checkout
"Zip/Postal Code",Postinumero,module,Magento_Checkout
"My Cart (1 item)","Ostoskori (1 kohde)",module,Magento_Checkout
"My Cart (%1 items)","Ostoskori (%1 kohdetta)",module,Magento_Checkout
"My Cart",Ostoskori,module,Magento_Checkout
"For delivery questions.",Toimituskysymyksille.,module,Magento_Checkout
"Customer is already registered","Asiakas on jo rekisteröity",module,Magento_Checkout
"Your session has expired","Istuntosi on vanhentunut",module,Magento_Checkout
"A letter with further instructions will be sent to your email.","Viesti tarkempine ohjeineen lähetetään sähköpostiisi.",module,Magento_Checkout
"You added %1 to your shopping cart.","Lisäsit %1 ostoskoriisi.",module,Magento_Checkout
"We can't add this item to your shopping cart right now.","Emme voi lisätä tätä tuotetta ostoskoriisi juuri nyt.",module,Magento_Checkout
"Out of stock","Ei varastossa",module,Magento_Checkout
"We cannot configure the product.","Tuotetta ei voida määrittää.",module,Magento_Checkout
"You used coupon code ""%1"".","Käytit kuponkia ""%1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","Alennuskoodi ""%1"" ei ole kelvollinen.",module,Magento_Checkout
"You canceled the coupon code.","Peruutit alennuskoodin.",module,Magento_Checkout
"We cannot apply the coupon code.","Alennuskoodia ei voitu soveltaa.",module,Magento_Checkout
"We can't remove the item.","Emme voi poistaa tuotetta.",module,Magento_Checkout
"%1 was updated in your shopping cart.","%1 päivitettiin ostoskorissa.",module,Magento_Checkout
"We can't update the item right now.","Tuotetta ei voida päivittää juuri nyt.",module,Magento_Checkout
"We can't update the shopping cart.","Ostoskoria ei voida päivittää.",module,Magento_Checkout
"One-page checkout is turned off.","Yhden sivun kassa on poistettu käytöstä.",module,Magento_Checkout
"Guest checkout is disabled.","Vieraana tilaaminen on poistettu käytöstä.",module,Magento_Checkout
Checkout,Kassa,module,Magento_Checkout
"Page not found.","Sivua ei löydy.",module,Magento_Checkout
"Something went wrong while processing your order. Please try again later.","Jokin meni vikaan tilauksen käsittelyssä. Yritä myöhemmin uudelleen.",module,Magento_Checkout
"Payment Method",Maksutapa,module,Magento_Checkout
"Payment Page",Maksusivu,module,Magento_Checkout
"We found an invalid request for adding product to quote.","Löysimme virheellisen pyynnön lisätä tuote tarjoukseen.",module,Magento_Checkout
"The product does not exist.","Tuotetta ei ole olemassa.",module,Magento_Checkout
"We don't have some of the products you want.","Meillä ei ole joitakin haluamistasi tuotteista.",module,Magento_Checkout
"We don't have as many of some products as you want.","Meillä ei ole niin montaa kappaletta joitakin tuotteita kuin haluat.",module,Magento_Checkout
"Quantity was recalculated from %1 to %2","Määrää laskettiin %1 -> %2",module,Magento_Checkout
"We adjusted product quantities to fit the required increments.","Säädimme tuotemäärät vaatimukset täyttäviksi.",module,Magento_Checkout
"This quote item does not exist.","Tarjouskohdetta ei ole.",module,Magento_Checkout
"Display number of items in cart","Ostoskorissa näytettävien tuotteiden määrä",module,Magento_Checkout
"Display item quantities","Näytä nimikkeiden määrät",module,Magento_Checkout
"An error occurred on the server. Please try to place the order again.","Virhe palvelimella. Olkaa hyvä ja yrittäkää tilata uudelleen.",module,Magento_Checkout
"Carrier with such method not found: %1, %2","Toimittajaa tällä metodilla ei löytynyt: %1, %2",module,Magento_Checkout
" item"," nimike",module,Magento_Checkout
" items"," tuotetta",module,Magento_Checkout
"Totals calculation is not applicable to empty cart","Yhteenlasku ei koske tyhjää ostoskoria",module,Magento_Checkout
"Invalid data","Virheellinen tieto",module,Magento_Checkout
"The customer address is not valid.","Asiakkaan osoite on virheellinen.",module,Magento_Checkout
"Invalid shipping method","Virheellinen toimitustapa",module,Magento_Checkout
"There are more than one shipping addresses.","Käytössä on useampi kuin yksi toimitusosoite.",module,Magento_Checkout
"Sorry, guest checkout is not available.","Pahoittelut, mutta ostot ilman sisäänkirjautumista eivät ole saatavilla.",module,Magento_Checkout
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Sinun on vahvistettava tilisi. Tarkista vahvistuslinkki sähköpostista tai <a href=""%1""> klikkaa tästä</a> uutta linkkiä varten.",module,Magento_Checkout
"Load customer quote error","Asiakkaan tarjouksen latausvirhe",module,Magento_Checkout
"Error message!",Virheilmoitus!,module,Magento_Checkout
Error!,Virhe!,module,Magento_Checkout
"DB exception",Tietokantavirhe,module,Magento_Checkout
Message,Vesti,module,Magento_Checkout
"Print receipt","Tulosta kuitti",module,Magento_Checkout
"Apply Discount Code","Käytä alennuskoodi",module,Magento_Checkout
"Enter discount code","Syötä alennuskoodi",module,Magento_Checkout
"Apply Discount","Käytä alennus",module,Magento_Checkout
"Cancel Coupon","Peruuta kuponki",module,Magento_Checkout
"Shopping Cart Items","Ostoskorin tuotteet",module,Magento_Checkout
Item,Tuote,module,Magento_Checkout
Price,Hinta,module,Magento_Checkout
Qty,Määrä,module,Magento_Checkout
Subtotal,Yhteensä,module,Magento_Checkout
"Continue Shopping","Jatka ostoksia",module,Magento_Checkout
"Clear Shopping Cart","Tyhjennä ostoskori",module,Magento_Checkout
"Update Shopping Cart","Päivitä ostoskori",module,Magento_Checkout
"Update Cart","Päivitä ostoskori",module,Magento_Checkout
"See price before order confirmation.","Katso hinta ennen tilauksen vahvistusta.",module,Magento_Checkout
"What's this?","Mikä tämä on?",module,Magento_Checkout
"Edit item parameters","Muokkaa kohteen parametreja",module,Magento_Checkout
Edit,Muokkaa,module,Magento_Checkout
"Remove item","Poista tuote",module,Magento_Checkout
"You have no items in your shopping cart.","Sinulla ei ole tuotteita ostoskorissasi.",module,Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","Klikkaa <a href=""%1""> tästä</a> jatkaaksesi ostoksia.",module,Magento_Checkout
"Estimate Tax","Arvioi vero",module,Magento_Checkout
"Estimate Shipping and Tax","Arvioi toimituskulut ja vero",module,Magento_Checkout
"Excl. Tax",Veroton,module,Magento_Checkout
Loading...,Ladataan...,module,Magento_Checkout
"Order #",Tilausnumero,module,Magento_Checkout
"Proceed to Checkout","Siirry kassalle",module,Magento_Checkout
"Product Name",Tuotenimi,module,Magento_Checkout
"Incl. Tax",Verollinen,module,Magento_Checkout
"Your order number is: %1.","Tilauksesi numero on: %1.",module,Magento_Checkout
"Your order # is: <span>%1</span>.","Sinun tilauksesi # on: <span>%1</span>.",module,Magento_Checkout
"We'll email you an order confirmation with details and tracking info.","Lähetämme sinulle tilausvahvistuksen ja seurantatiedot.",module,Magento_Checkout
"Static Blocks","Staattiset lohkot",module,Magento_Cms
"Add New Block","Lisää uusi lohko",module,Magento_Cms
Back,Takaisin,module,Magento_Cms
"Delete Block","Poista lohko",module,Magento_Cms
"Are you sure you want to do this?","Haluatko varmasti tehdä tämän?",module,Magento_Cms
ID,Tunnus,module,Magento_Cms
Identifier,Tunniste,module,Magento_Cms
Status,Tila,module,Magento_Cms
Disabled,"Ei käytössä",module,Magento_Cms
Enabled,Käytössä,module,Magento_Cms
"Manage Pages","Hallitse sivuja",module,Magento_Cms
"Add New Page","Lisää uusi sivu",module,Magento_Cms
"Delete Page","Poista sivu",module,Magento_Cms
"URL Key",URL-osoite,module,Magento_Cms
Layout,Asettelu,module,Magento_Cms
"Store View",Kauppanäkymä,module,Magento_Cms
Created,Luotu,module,Magento_Cms
Modified,Muokattu,module,Magento_Cms
Action,Toiminto,module,Magento_Cms
Preview,Esikatselu,module,Magento_Cms
"Delete Folder","Poista kansio",module,Magento_Cms
"Are you sure you want to delete this folder?","Haluatko varmasti poistaa tämän kansion?",module,Magento_Cms
"Are you sure you want to delete this file?","Haluatko varmasti poistaa tämän tiedoston?",module,Magento_Cms
Home,Etusivu,module,Magento_Cms
"Go to Home Page","Siirry etusivulle",module,Magento_Cms
"You deleted the block.","Poistit lohkon.",module,Magento_Cms
"We can't find a block to delete.","Poistettavaa lohkoa ei löydy.",module,Magento_Cms
"This block no longer exists.","Tätä lohkoa ei ole enää olemassa.",module,Magento_Cms
"Edit Block","Muokkaa lohkoa",module,Magento_Cms
"New Block","Uusi lohko",module,Magento_Cms
Blocks,Lohkot,module,Magento_Cms
"Please correct the data sent.","Korjaa lähetetty tieto.",module,Magento_Cms
"A total of %1 record(s) have been deleted.","Yhteensä %1 tietue(tta) poistettu.",module,Magento_Cms
"You saved the block.","Tallensit lohkon.",module,Magento_Cms
"Something went wrong while saving the block.","Tapahtui virhe tallennettaessa lohkoa.",module,Magento_Cms
"The page has been deleted.","Sivu on poistettu.",module,Magento_Cms
"We can't find a page to delete.","Poistettavaa sivua ei löydy.",module,Magento_Cms
"This page no longer exists.","Tätä sivua ei enää ole olemassa.",module,Magento_Cms
"Edit Page","Muokkaa sivua",module,Magento_Cms
"New Page","Uusi sivu",module,Magento_Cms
Pages,Sivut,module,Magento_Cms
"Something went wrong while saving the page.","Tapahtui virhe sivua tallennettaessa.",module,Magento_Cms
"A total of %1 record(s) have been disabled.","Yhteensä %1 tietue(tta) on poistettu käytöstä.",module,Magento_Cms
"A total of %1 record(s) have been enabled.","Yhteensä %1 tietue(tta) on otettu käyttöön.",module,Magento_Cms
"Page Title","Sivun otsikko",module,Magento_Cms
"You saved the page.","Tallensit sivun.",module,Magento_Cms
"The directory %1 is not writable by server.","Hakemisto %1 ei ole kirjoitettavissa palvelimella.",module,Magento_Cms
"Enabled by Default","Käytössä oletuksena",module,Magento_Cms
"Disabled by Default","Oletusarvoisesti pois käytöstä",module,Magento_Cms
"Disabled Completely","Kokonaan pois käytöstä",module,Magento_Cms
"We can't upload the file right now.","Tiedostoa ei voida ladata juuri nyt.",module,Magento_Cms
"We can't delete root directory %1 right now.","Juurihakemistoa %1 ei voida poistaa juuri nyt.",module,Magento_Cms
"Privacy and Cookie Policy","Yksityisyys ja evästeet",module,Magento_Cms
Edit,Muokkaa,module,Magento_Cms
Delete,Poista,module,Magento_Cms
"All Store Views","Kaikki kauppanäkymät",module,Magento_Cms
"Default Config",Oletusasetus,module,Magento_Config
"Save Config","Tallenna asetus",module,Magento_Config
[GLOBAL],[GLOBAALI],module,Magento_Config
[WEBSITE],[VERKKOKAUPPA],module,Magento_Config
"[STORE VIEW]",[KAUPPANÄKYMÄ],module,Magento_Config
"Use system value","Käytä järjestelmän arvoa",module,Magento_Config
"Use Default","Käytä oletusta",module,Magento_Config
"Use Website","Käytä sivustoa",module,Magento_Config
Add,Lisää,module,Magento_Config
"Delete File","Poista tiedosto",module,Magento_Config
"Search String",Hakulauseke,module,Magento_Config
"Design Theme","Ulkoasun teema",module,Magento_Config
"-- No Theme --","-- Ei teemaa --",module,Magento_Config
Enable,"Ota käyttöön",module,Magento_Config
Disable,"Poista käytöstä",module,Magento_Config
Configuration,Asetukset,module,Magento_Config
System,Järjestelmä,module,Magento_Config
"You saved the configuration.","Asetukset on tallennettu.",module,Magento_Config
"Something went wrong while saving this configuration:","Tapahtui virhe tallennettaessa tätä asetusta:",module,Magento_Config
"Page not found.","Sivua ei löydy.",module,Magento_Config
"The file you're uploading exceeds the server size limit of %1 kilobytes.","Ladattavan tiedoston koko ylittää palvelimen kokorajoituksen %1 kilotavua.",module,Magento_Config
"Base currency",Oletusvaluutta,module,Magento_Config
Bcc,Piilokopio,module,Magento_Config
"%1 (Default)","%1 (oletus)",module,Magento_Config
title,otsikko,module,Magento_Config
No,Ei,module,Magento_Config
Optional,Valinnainen,module,Magento_Config
Store,Kauppa,module,Magento_Config
"Store View",Kauppanäkymä,module,Magento_Config
"HTTP (unsecure)","HTTP (suojaamaton)",module,Magento_Config
"Yes (302 Found)","Kyllä (302 löytyi)",module,Magento_Config
"Yes (301 Moved Permanently)","Kyllä (301 siirretty pysyvästi)",module,Magento_Config
Yes,Kyllä,module,Magento_Config
"Visible section not found.","Näkyvää osaa ei löydy.",module,Magento_Config
"You cannot run this command because the Magento application is not installed.","Tätä komentoa ei voi suorittaa, koska Magento-sovellusta ei ole asennettu.",module,Magento_Config
test,testi,module,Magento_Config
Delete,Poista,module,Magento_Config
Stores,Kaupat,module,Magento_Config
"Add configurable attributes to the current Attribute Set (""%1"")","Lisää muokattavissa olevia attribuutteja nykyiseen attribuuttiryhmään (""%1"")",module,Magento_ConfigurableProduct
"New attribute set name","Uusi ominaisuusjoukon nimi",module,Magento_ConfigurableProduct
"Add configurable attributes to the existing Attribute Set","Lisää muokattavissa olevia attribuutteja olemassa olevaan attribuuttisettiin",module,Magento_ConfigurableProduct
Save,Tallenna,module,Magento_ConfigurableProduct
"Save & New","Tallenna & uusi",module,Magento_ConfigurableProduct
"Save & Duplicate","Tallenna & luo kaksoiskappale",module,Magento_ConfigurableProduct
"Save & Close","Tallenna & sulje",module,Magento_ConfigurableProduct
Configurations,Konfiguraatiot,module,Magento_ConfigurableProduct
"Create New Attribute","Luo uusi attribuutti",module,Magento_ConfigurableProduct
"Select Attributes","Valitse attribuutit",module,Magento_ConfigurableProduct
Summary,Yhteenveto,module,Magento_ConfigurableProduct
"Choose an Option...","Valitse vaihtoehto...",module,Magento_ConfigurableProduct
"You can't add the item to shopping cart.","Et voi lisätä nimikettä ostoskoriin.",module,Magento_ConfigurableProduct
"You need to choose options for your item.","Sinun täytyy valita vaihtoehdot tuotteellesi.",module,Magento_ConfigurableProduct
Done,Valmis,module,Magento_ConfigurableProduct
"Create Configurations","Luo konfiguraatioita",module,Magento_ConfigurableProduct
Image,Kuva,module,Magento_ConfigurableProduct
Name,Nimi,module,Magento_ConfigurableProduct
SKU,Tuotenro,module,Magento_ConfigurableProduct
Price,Hinta,module,Magento_ConfigurableProduct
Quantity,Määrä,module,Magento_ConfigurableProduct
Weight,Paino,module,Magento_ConfigurableProduct
Status,Tila,module,Magento_ConfigurableProduct
Attributes,Attribuutit,module,Magento_ConfigurableProduct
Actions,Toiminnot,module,Magento_ConfigurableProduct
"Select All","Valitse kaikki",module,Magento_ConfigurableProduct
"Deselect All","Poista kaikki valinnat",module,Magento_ConfigurableProduct
Images,Kuvat,module,Magento_ConfigurableProduct
"Browse Files...","Selaa tiedostoja...",module,Magento_ConfigurableProduct
"Remove image","Poista kuva",module,Magento_ConfigurableProduct
"Hide from Product Page","Piilota tuotesivulta",module,Magento_ConfigurableProduct
Select,Valitse,module,Magento_ConfigurableProduct
"Step 1: Select Attributes","Vaihe 1: Valitse attribuutit",module,Magento_ConfigurableProduct
"Selected Attributes:","Valitut attribuutit:",module,Magento_ConfigurableProduct
"Step 4: Summary","Vaihe 4: Yhteenveto",module,Magento_ConfigurableProduct
"Edit Configurations","Muokkaa konfiguraatioita",module,Magento_ConfigurableProduct
"Upload Image","Lähetä kuva",module,Magento_ConfigurableProduct
"No Image","Ei kuvaa",module,Magento_ConfigurableProduct
"Create Product Configurations","Luo tuotekonfiguraatioita",module,Magento_ConfigurableProduct
Cancel,Peruuta,module,Magento_ConfigurableProduct
"Regular Price","Normaali hinta",module,Magento_ConfigurableProduct
"Page not found.","Sivua ei löydy.",module,Magento_Contact
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Kiitos yhteydenotostasi! Vastaamme sinulle pian.",module,Magento_Contact
"An error occurred while processing your form. Please try again later.","Virhe käsiteltäessä lomaketta. Yritä myöhemmin uudelleen.",module,Magento_Contact
"* Required Fields","* Pakolliset kentät",module,Magento_Contact
"Write Us","Kirjoita meille",module,Magento_Contact
"Jot us a note and we’ll get back to you as quickly as possible.","Lähetä meille viesti alla olevalla lomakkeella niin palaamme vastauksen kanssa mahdollisimman pian.",module,Magento_Contact
Name,Nimi,module,Magento_Contact
Email,Sähköposti,module,Magento_Contact
"Phone Number",Puhelinnumero,module,Magento_Contact
"What’s on your mind?","Mikä on mielessäsi?",module,Magento_Contact
Submit,Lähetä,module,Magento_Contact
"Invalid domain name: %1","Virheellinen verkkotunnus: %1",module,Magento_Cookie
"Invalid cookie lifetime: %1","Virheellinen evästeen elinikä: %1",module,Magento_Cookie
"Invalid cookie path","Virheellinen evästepolku",module,Magento_Cookie
"We use cookies to make your experience better.","Käytämme evästeitä parantaaksemme käyttäjäkokemustasi.",module,Magento_Cookie
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","Noudattaaksemme uutta sähköisen viestinnän yksityisyysdirektiiviä, meidän täytyy pyytää sinulta lupaa evästeiden asettamiseen.",module,Magento_Cookie
"<a href=""%1"">Learn more</a>.","<a href=""%1"">Lue lisää</a>.",module,Magento_Cookie
"Allow Cookies","Salli evästeiden käyttö",module,Magento_Cookie
"We can't save the cron expression.","Emme voi tallentaa cron-lauseketta.",module,Magento_Cron
Daily,Päivittäinen,module,Magento_Cron
Weekly,Viikottain,module,Magento_Cron
Monthly,Kuukausittain,module,Magento_Cron
"Save Currency Rates","Tallenna valuuttakurssit",module,Magento_CurrencySymbol
Options,Asetukset,module,Magento_CurrencySymbol
Reset,Tyhjennä,module,Magento_CurrencySymbol
Import,Tuo,module,Magento_CurrencySymbol
"Manage Currency Rates","Hallitse valuuttakursseja",module,Magento_CurrencySymbol
"Import Service",Tuontipalvelu,module,Magento_CurrencySymbol
"Save Currency Symbols","Tallenna valuuttasymbolit",module,Magento_CurrencySymbol
"Currency Symbols",Valuuttasymbolit,module,Magento_CurrencySymbol
"Use Standard","Käytä standardia",module,Magento_CurrencySymbol
"Currency Rates",Valuuttakurssit,module,Magento_CurrencySymbol
System,Järjestelmä,module,Magento_CurrencySymbol
"Old rate:","Vanha kurssi:",module,Magento_CurrencySymbol
"Please specify a website.","Ole hyvä ja määritä sivusto.",module,Magento_CustomerImportExport
"Please enter a valid email.","Anna toimiva sähköpostiosoite.",module,Magento_CustomerImportExport
"Sign Out","Kirjaudu ulos",module,Magento_Customer
"Sign In","Kirjaudu sisään",module,Magento_Customer
"You aren't subscribed to our newsletter.","Et ole vielä tilannut uutiskirjettämme.",module,Magento_Customer
"You have not set a default shipping address.","Et ole määrittänyt oletustoimitusosoitetta.",module,Magento_Customer
